index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22
36545,405-0725302-9767500,04-08-22,Shipped,Amazon,Amazon.in,Expedited,J0306,J0306-DR-XXL,Western Dress,XXL,B099NQ867X,Shipped,1,INR,690.0,CHENNAI,TAMIL NADU,600100.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
69643,402-2392513-8212345,05-15-22,Cancelled,Merchant,Amazon.in,Standard,J0301,J0301-TP-S,Top,S,B099S7RVXG,,0,,,KAHALGAON,BIHAR,813214.0,IN,,False,Easy Ship,False
38341,408-8869712-0923551,04-07-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-M,kurta,M,B08KRXV1QR,Unshipped,1,INR,399.0,AMBUR,TAMIL NADU,635802.0,IN,,False,,
122730,408-1659486-4189157,06-05-22,Shipped,Amazon,Amazon.in,Expedited,NW001,NW001-TP-PJ-XS,Set,XS,B0922TWFYK,Shipped,1,INR,539.0,LUCKNOW,UTTAR PRADESH,226013.0,IN,,False,,False
27658,407-8962168-2942736,04-14-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3294,JNE3294-KR-XS,kurta,XS,B07R41QNJQ,Shipped,1,INR,432.0,TEZU,ARUNACHAL PRADESH,792001.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-LMLYJV5SYVNDA,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,
27644,402-8214263-7857901,04-14-22,Shipped,Amazon,Amazon.in,Expedited,JNE3291,JNE3291-KR-M,kurta,M,B07R52578F,Shipped,1,INR,442.0,KANCHIPURAM,TAMIL NADU,600044.0,IN,,False,,
44730,407-8961466-6693164,04-03-22,Shipped,Amazon,Amazon.in,Expedited,J0122,J0122-TP-M,Top,M,B08MYMV9F8,Shipped,1,INR,330.0,AIZAWL,MIZORAM,796012.0,IN,,False,,
53979,406-8569805-5803557,05-28-22,Cancelled,Amazon,Amazon.in,Expedited,J0118,J0118-TP-M,Top,M,B08N44NG72,Unshipped,1,INR,529.0,BENGALURU,KARNATAKA,560087.0,IN,,False,,False
23928,404-7242310-9868314,04-16-22,Shipped,Amazon,Amazon.in,Expedited,JNE3523,JNE3523-KR-XL,kurta,XL,B08B3YJKM6,Shipped,1,INR,376.0,KOTA,RAJASTHAN,324001.0,IN,,False,,
41217,402-2878227-8369137,04-05-22,Shipped,Amazon,Amazon.in,Expedited,SET333,SET333-KR-DPT-S,Set,S,B09RKF9RSW,Shipped,1,INR,967.0,GUWAHATI,ASSAM,781001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
57928,407-6963209-3071564,05-25-22,Shipped,Amazon,Amazon.in,Expedited,PJNE3399,PJNE3399-KR-N-4XL,kurta,4XL,B09LD3V5V3,Shipped,1,INR,798.0,KOLLAM,KERALA,691021.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
35761,406-9749345-2444352,04-09-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3716,JNE3716-KR-XXL,kurta,XXL,B099NPKT7D,Cancelled,0,,,KOLLAM,KERALA,691003.0,IN,,False,,
7494,405-1597235-2362766,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3716,JNE3716-KR-XL,kurta,XL,B099FB6BY3,Unshipped,1,INR,399.0,NEW DELHI,DELHI,110074.0,IN,,False,,
37802,171-0458849-8077153,04-08-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET393,SET393-KR-NP-M,Set,M,B09QJ4YB1F,Shipped,1,INR,999.0,Bangalore,KARNATAKA,560076.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-YFJA6XMAMWZSK,Amazon PLCC Free-Financing Universal Merchant AAT-K66BSCE2J2V5E,Amazon PLCC Free-Financing Universal Merchant AAT-NJKZEPFSHB7RC,Amazon PLCC Free-Financing Universal Merchant AAT-275LMAQ3T5REI,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,
72325,402-8628103-8735555,05-13-22,Shipped,Amazon,Amazon.in,Expedited,J0414,J0414-DR-L,Western Dress,L,B09TY2MHH6,Shipped,1,INR,885.0,BENGALURU,KARNATAKA,560084.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
24733,408-0840426-5513929,04-15-22,Shipped,Amazon,Amazon.in,Expedited,SET293,SET293-KR-NP-M,Set,M,B09K3LJWBB,Shipped,1,INR,692.0,GHAZIABAD,UTTAR PRADESH,201009.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
25374,171-0332574-9856363,04-15-22,Shipped,Amazon,Amazon.in,Expedited,JNE3672,JNE3672-TU-XXXL,Top,3XL,B0943J8RHK,Shipped,1,INR,574.0,FARIDABAD,HARYANA,121010.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
26239,405-3356705-8366734,04-15-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3291,JNE3291-KR-XS,kurta,XS,B082TTV7WX,Cancelled,0,,,Hyderabad,TELANGANA,501510.0,IN,,False,,
35153,402-0937974-1619535,04-09-22,Shipped,Amazon,Amazon.in,Expedited,JNE3701,JNE3701-KR-XL,kurta,XL,B094FL9R9M,Shipped,1,INR,399.0,CHENNAI,TAMIL NADU,600048.0,IN,,False,,
95075,408-4042997-5427529,06-26-22,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-M,Set,M,B0894YTN3H,Shipped,1,INR,1075.0,SUPAUL,BIHAR,852131.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
116092,403-6700871-1214710,06-09-22,Cancelled,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-S,Western Dress,S,B09SDYQ3WG,,0,INR,700.0,MELli,SIKKIM,737128.0,IN,,False,Easy Ship,False
57689,171-1049083-6928365,05-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3396,JNE3396-KR-XXL,kurta,XXL,B083ZZD62Q,Shipped,1,INR,487.0,BHUBANESWAR,ODISHA,751012.0,IN,,False,,False
110086,406-8123670-6533907,06-13-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-A-M,Western Dress,M,B09TH73PT5,Shipped,1,INR,771.0,MARGAO,GOA,403602.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
7340,408-2123494-2738765,04-26-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET374,SET374-KR-NP-L,Set,L,B09NDKQD88,Shipped,1,INR,597.0,GHAZIABAD,UTTAR PRADESH,201017.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
70520,402-0352222-1456339,05-14-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,Shipped,1,INR,696.0,BENGALURU,KARNATAKA,560043.0,IN,,False,,False
98975,402-8174000-1085104,06-22-22,Shipped,Amazon,Amazon.in,Expedited,SET277,SET277-KR-NP-XXXL,Set,3XL,B0983FNQD1,Shipped,1,INR,1268.0,GURUGRAM,HARYANA,122001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
67227,404-6364588-8928313,05-17-22,Shipped,Amazon,Amazon.in,Expedited,JNE3749,JNE3749-KR-XXL,kurta,XXL,B09K3R6L8S,Shipped,1,INR,469.0,MUMBAI,MAHARASHTRA,400101.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
27221,404-5436972-2959509,04-14-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET265,SET265-KR-NP-XXL,Set,XXL,B0983DD4G7,Shipped,1,INR,888.0,Jhansi Cantt,UTTAR PRADESH,284001.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-LMLYJV5SYVNDA,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
68489,404-9706505-2491526,05-16-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET323,SET323-KR-NP-S,Set,S,B09NDLSGZM,Shipped,1,INR,999.0,AHMEDABAD,Gujarat,382445.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-YZ2VQO2YM6YYM,Amazon PLCC Free-Financing Universal Merchant AAT-4EOBCMLXMLDGY,Amazon PLCC Free-Financing Universal Merchant AAT-UB6CYNTOQMM7C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
79589,407-6050608-7205137,05-07-22,Shipped,Amazon,Amazon.in,Expedited,JNE3578,JNE3578-KR-XL,kurta,XL,B08QJKPYCS,Shipped,1,INR,594.0,KALYAN,MAHARASHTRA,421202.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
19315,171-7759889-1514727,04-19-22,Shipped,Amazon,Amazon.in,Expedited,JNE3294,JNE3294-KR-XXL,kurta,XXL,B07R41S1YG,Shipped,1,INR,432.0,"Rajarhaat , Kolkata",WEST BENGAL,700136.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
86321,407-4924886-3771522,05-03-22,Shipped,Amazon,Amazon.in,Expedited,J0397,J0397-DR-XL,Western Dress,XL,B09SDXVF3V,Shipped,1,INR,999.0,HYDERABAD,TELANGANA,500094.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
66434,406-5058268-8486750,05-17-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XXXL,Western Dress,3XL,B099NSQP4Z,Shipped,1,INR,885.0,KANJIRAPPALLY,KERALA,686506.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-L2DLP5YGE5766,Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC,Amazon PLCC Free-Financing Universal Merchant AAT-YZ2VQO2YM6YYM,Amazon PLCC Free-Financing Universal Merchant AAT-4EOBCMLXMLDGY,Amazon PLCC Free-Financing Universal Merchant AAT-UB6CYNTOQMM7C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False
91917,402-3191167-9671516,06-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-XXXL,kurta,3XL,B08KRZK1NB,Shipped,1,INR,399.0,VISAKHAPATNAM,ANDHRA PRADESH,530017.0,IN,,False,,False
65902,406-0663590-3796359,05-18-22,Shipped,Amazon,Amazon.in,Expedited,J0097,J0097-KR-XXL,kurta,XXL,B08BJRFKHF,Shipped,1,INR,568.0,SILIGURI,WEST BENGAL,734006.0,IN,,False,,False
111740,402-7353189-7996337,06-12-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-A-S,Western Dress,S,B09TH4H7T2,Shipped,1,INR,725.0,HYDERABAD,TELANGANA,500035.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
50932,407-7942966-3728324,05-30-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET227,SET227-KR-PP-A-XXL,Set,XXL,B08P1F8WCY,Shipped,1,INR,614.0,NOIDA,UTTAR PRADESH,201304.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC,Amazon PLCC Free-Financing Universal Merchant AAT-CAK4QZ7KEFRQU,Amazon PLCC Free-Financing Universal Merchant AAT-YZJ5BRTPINRLK,Amazon PLCC Free-Financing Universal Merchant AAT-SNWJTEAZA2JRI,Amazon PLCC Free-Financing Universal Merchant AAT-BBJ6FVTP3QKBO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
114521,408-2879025-6079551,06-10-22,Shipped,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-M,kurta,M,B099FC9KR1,Shipped,1,INR,292.0,CHITTUR THATHAMANGALAM,KERALA,678531.0,IN,,False,,False
63022,171-2870032-2321124,05-20-22,Shipped,Amazon,Amazon.in,Expedited,JNE3791,JNE3791-DR-XL,Ethnic Dress,XL,B09K3WFZFT,Shipped,1,INR,399.0,THANE West,MAHARASHTRA,400615.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
85027,406-2766485-4497111,05-03-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-L,Set,L,B08XQ8MCKP,Shipped,1,INR,788.0,HISAR,HARYANA,125001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
14943,404-6380793-3880308,04-21-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3697,JNE3697-KR-L,kurta,L,B09811Y7WM,Shipped,1,INR,458.0,KOLKATA,WEST BENGAL,700061.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-6PE7LSBGRLMV2,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,
111839,171-8387412-0694763,06-12-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3777,JNE3777-KR-XXXL,kurta,3XL,B09K3XLV91,Shipped,1,INR,324.0,BOLPUR,WEST BENGAL,731204.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-ZBCRDPHJI4UDO,Amazon PLCC Free-Financing Universal Merchant AAT-CMBNOJYSQPOPS,Amazon PLCC Free-Financing Universal Merchant AAT-IBN3WODYJ44YC,Amazon PLCC Free-Financing Universal Merchant AAT-W2F65W44TEYES,Amazon PLCC Free-Financing Universal Merchant AAT-ZBGDWJCP6BTLE,Amazon PLCC Free-Financing Universal Merchant AAT-5DVF2TMYR72D4,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
36743,403-8511573-7652336,04-08-22,Shipped,Amazon,Amazon.in,Expedited,SET278,SET278-KR-NP-XXXL,Set,3XL,B0983FS8GB,Shipped,1,INR,1432.0,BENGALURU,KARNATAKA,560098.0,IN,,False,,
99387,404-5779946-8294705,06-22-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET385,SET385-KR-NP-XL,Set,XL,B09K3SJVR1,Shipped,1,INR,599.0,NEW TOWN,WEST BENGAL,700156.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-5QNBXTEQWGXOW,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-7L53RVBBSPI3S,Amazon PLCC Free-Financing Universal Merchant AAT-FXGH5APHPAWRQ,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False
60350,402-3953850-5255540,05-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3739,JNE3739-KR-XXL,kurta,XXL,B099NK7Y5P,Shipped,1,INR,459.0,SECUNDERABAD,TELANGANA,500025.0,IN,,False,,False
104364,404-9129260-4749940,06-18-22,Shipped,Amazon,Amazon.in,Expedited,JNE3437,JNE3437-KR-L,kurta,L,B085HMZBP2,Shipped,1,INR,496.0,JAIPUR,RAJASTHAN,302003.0,IN,,False,,False
42741,406-7934392-6861141,04-04-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-L,Set,L,B08XQ8MCKP,Shipped,1,INR,698.0,GHAZIABAD,UTTAR PRADESH,201017.0,IN,,False,,
44801,407-2018875-9520340,04-03-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,449.0,NOIDA,UTTAR PRADESH,201304.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
